<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
US1.MSFT,D,130520,000000,179.6200000,3096081
US1.MSFT,D,140520,000000,180.5100000,2697654
US1.MSFT,D,150520,000000,183.3000000,3086800
US1.MSFT,D,180520,000000,184.9300000,2209376
US1.MSFT,D,190520,000000,183.5000000,2041859
US1.MSFT,D,200520,000000,185.6500000,1748693
US1.MSFT,D,210520,000000,183.4500000,2106334
US1.MSFT,D,220520,000000,183.5300000,1381350
US1.MSFT,D,260520,000000,181.5700000,2338356
US1.MSFT,D,270520,000000,181.8000000,3179589
US1.MSFT,D,280520,000000,181.3000000,2539642
US1.MSFT,D,290520,000000,183.1700000,3107158
US1.MSFT,D,010620,000000,182.8600000,1221935
US1.MSFT,D,020620,000000,184.9900000,1563666
US1.MSFT,D,030620,000000,185.3300000,1505543
US1.MSFT,D,040620,000000,182.9400000,1456424
US1.MSFT,D,050620,000000,187.2700000,2482529
US1.MSFT,D,080620,000000,188.4500000,1776590
US1.MSFT,D,090620,000000,189.8500000,1635808
US1.MSFT,D,100620,000000,196.9000000,2682176
US1.MSFT,D,110620,000000,186.2600000,2843247
US1.MSFT,D,120620,000000,187.8300000,3177880
US1.MSFT,D,150620,000000,189.2500000,2368806
US1.MSFT,D,160620,000000,193.8500000,2755877
US1.MSFT,D,170620,000000,194.1300000,1513067
US1.MSFT,D,180620,000000,196.3300000,1153291
US1.MSFT,D,190620,000000,195.0600000,2138422
US1.MSFT,D,220620,000000,200.5300000,1622192
US1.MSFT,D,230620,000000,201.8200000,1337359
US1.MSFT,D,240620,000000,197.7000000,2046773
US1.MSFT,D,250620,000000,200.3500000,1640001
US1.MSFT,D,260620,000000,196.3900000,2655697
US1.MSFT,D,290620,000000,198.4700000,1274956
US1.MSFT,D,300620,000000,203.5100000,1833982
US1.MSFT,D,010720,000000,204.6100000,1706789
US1.MSFT,D,020720,000000,206.1500000,1657640
US1.MSFT,D,060720,000000,210.7200000,1462464
US1.MSFT,D,070720,000000,208.2300000,1483660
US1.MSFT,D,080720,000000,212.8500000,1556988
US1.MSFT,D,090720,000000,214.4000000,1510746
US1.MSFT,D,100720,000000,213.7400000,1423705
US1.MSFT,D,130720,000000,206.9500000,2124919
US1.MSFT,D,140720,000000,208.3900000,2229348
US1.MSFT,D,150720,000000,208.0200000,1647981
US1.MSFT,D,160720,000000,203.9000000,1571934
US1.MSFT,D,170720,000000,202.8500000,1635101
US1.MSFT,D,200720,000000,211.5600000,1497666
US1.MSFT,D,210720,000000,208.7700000,1504992
US1.MSFT,D,220720,000000,211.8600000,1418184
US1.MSFT,D,230720,000000,202.7200000,2439619
US1.MSFT,D,240720,000000,201.3100000,1852609
US1.MSFT,D,270720,000000,203.8000000,1177094
US1.MSFT,D,280720,000000,202.0600000,1273056
US1.MSFT,D,290720,000000,204.0600000,1075706
US1.MSFT,D,300720,000000,203.8800000,1314773
US1.MSFT,D,310720,000000,205.0700000,2264628
US1.MSFT,D,030820,000000,216.6000000,2869113
US1.MSFT,D,040820,000000,213.3500000,1662587
US1.MSFT,D,050820,000000,212.9300000,1094084
US1.MSFT,D,060820,000000,216.3200000,1568896
US1.MSFT,D,070820,000000,212.4600000,1219371
US1.MSFT,D,100820,000000,208.3300000,1270825
US1.MSFT,D,110820,000000,203.3700000,1486104
US1.MSFT,D,120820,000000,209.2700000,1258058
US1.MSFT,D,130820,000000,208.7100000,923297
US1.MSFT,D,140820,000000,208.8900000,806860
US1.MSFT,D,170820,000000,210.2100000,874189
US1.MSFT,D,180820,000000,211.4900000,1016934
US1.MSFT,D,190820,000000,209.8400000,1146244
US1.MSFT,D,200820,000000,214.5500000,1504588
US1.MSFT,D,210820,000000,213.1200000,1452507
US1.MSFT,D,240820,000000,213.7100000,1086903
US1.MSFT,D,250820,000000,216.4300000,1154763
US1.MSFT,D,260820,000000,221.1800000,1719149
US1.MSFT,D,270820,000000,226.5700000,2391471
US1.MSFT,D,280820,000000,229.0200000,1495909
US1.MSFT,D,310820,000000,225.0000000,1244389
US1.MSFT,D,010920,000000,227.2800000,938716
US1.MSFT,D,020920,000000,231.7100000,1599534
US1.MSFT,D,030920,000000,217.1100000,2622417
US1.MSFT,D,040920,000000,214.1400000,2436065
US1.MSFT,D,080920,000000,202.6700000,1843302
US1.MSFT,D,090920,000000,211.1700000,1735486
US1.MSFT,D,100920,000000,205.3200000,1481419
US1.MSFT,D,110920,000000,204.0400000,1511966
US1.MSFT,D,140920,000000,205.3000000,1180813
US1.MSFT,D,150920,000000,208.8300000,768517
US1.MSFT,D,160920,000000,204.9600000,1046362
US1.MSFT,D,170920,000000,202.9400000,1386142
US1.MSFT,D,180920,000000,200.3400000,2040834
US1.MSFT,D,210920,000000,202.6700000,2494659
US1.MSFT,D,220920,000000,207.4200000,1720514
US1.MSFT,D,230920,000000,200.7500000,1782923
US1.MSFT,D,240920,000000,203.0900000,1516504
US1.MSFT,D,250920,000000,207.8000000,1574179
US1.MSFT,D,280920,000000,209.5800000,1781494
US1.MSFT,D,290920,000000,207.1700000,1110151
US1.MSFT,D,300920,000000,210.1700000,1709244
US1.MSFT,D,011020,000000,212.4400000,1231166
US1.MSFT,D,021020,000000,206.1400000,2050139
US1.MSFT,D,051020,000000,210.2300000,1106669
US1.MSFT,D,061020,000000,205.7900000,1775846
US1.MSFT,D,071020,000000,209.8700000,1314049
US1.MSFT,D,081020,000000,210.6100000,1156989
US1.MSFT,D,091020,000000,215.8100000,1553012
US1.MSFT,D,121020,000000,221.4900000,2485180
US1.MSFT,D,131020,000000,222.8000000,1754396
US1.MSFT,D,141020,000000,220.8900000,1293668
US1.MSFT,D,151020,000000,219.7100000,1167219
US1.MSFT,D,161020,000000,219.6500000,1520369
US1.MSFT,D,191020,000000,214.3700000,1524390
US1.MSFT,D,201020,000000,214.6100000,1146166
US1.MSFT,D,211020,000000,214.7800000,1183537
US1.MSFT,D,221020,000000,214.9400000,1126777
US1.MSFT,D,231020,000000,216.2200000,1034545
US1.MSFT,D,261020,000000,210.2500000,2092203
US1.MSFT,D,271020,000000,213.1500000,1401623
US1.MSFT,D,281020,000000,202.4700000,2032308
US1.MSFT,D,291020,000000,204.3500000,1385771
US1.MSFT,D,301020,000000,202.6300000,1622105
US1.MSFT,D,021120,000000,202.3200000,1367230
US1.MSFT,D,031120,000000,206.1400000,1164962
US1.MSFT,D,041120,000000,216.4600000,2106906
US1.MSFT,D,051120,000000,223.2300000,1738397
US1.MSFT,D,061120,000000,223.6400000,1066372
US1.MSFT,D,091120,000000,218.4200000,1903543
US1.MSFT,D,101120,000000,211.0800000,2193104
US1.MSFT,D,111120,000000,216.4200000,1549085
US1.MSFT,D,121120,000000,215.4300000,1030334
US1.MSFT,D,131120,000000,216.5000000,972394
US1.MSFT,D,161120,000000,217.3500000,1152764
US1.MSFT,D,171120,000000,214.5000000,1135149
US1.MSFT,D,181120,000000,211.0000000,1191647
US1.MSFT,D,191120,000000,212.3500000,1184342
US1.MSFT,D,201120,000000,210.3300000,980160
US1.MSFT,D,231120,000000,210.0500000,883303
US1.MSFT,D,241120,000000,213.8600000,1316283
US1.MSFT,D,251120,000000,213.7900000,1039714
US1.MSFT,D,271120,000000,215.2000000,588470
US1.MSFT,D,301120,000000,214.2500000,1429089
US1.MSFT,D,011220,000000,216.2200000,1207571
US1.MSFT,D,021220,000000,215.4100000,912649
US1.MSFT,D,031220,000000,214.2800000,853519
US1.MSFT,D,041220,000000,214.3900000,889105
US1.MSFT,D,071220,000000,214.3200000,798986
US1.MSFT,D,081220,000000,215.9800000,1000537
US1.MSFT,D,091220,000000,211.5300000,1376468
US1.MSFT,D,101220,000000,210.5500000,862692
US1.MSFT,D,111220,000000,213.3000000,1166144
US1.MSFT,D,141220,000000,214.1900000,1163704
US1.MSFT,D,151220,000000,214.1300000,925614
US1.MSFT,D,161220,000000,219.2200000,1533742
US1.MSFT,D,171220,000000,219.4100000,1141818
US1.MSFT,D,181220,000000,218.1400000,1684558
US1.MSFT,D,211220,000000,222.5700000,1388687
US1.MSFT,D,221220,000000,223.9400000,837643
US1.MSFT,D,231220,000000,220.9400000,701654
US1.MSFT,D,241220,000000,222.6800000,540619
US1.MSFT,D,281220,000000,224.9200000,901536
US1.MSFT,D,291220,000000,224.2700000,852999
US1.MSFT,D,301220,000000,221.7500000,724823
US1.MSFT,D,311220,000000,222.2400000,785502
US1.MSFT,D,040121,000000,217.8500000,1396408
US1.MSFT,D,050121,000000,218.0200000,787674
US1.MSFT,D,060121,000000,212.2400000,1512084
US1.MSFT,D,070121,000000,218.1500000,1096705
US1.MSFT,D,080121,000000,219.5500000,941765
US1.MSFT,D,110121,000000,217.4600000,893708
US1.MSFT,D,120121,000000,214.8500000,925884
US1.MSFT,D,130121,000000,216.4200000,754432
US1.MSFT,D,140121,000000,213.0100000,1362799
US1.MSFT,D,150121,000000,212.5800000,1238186
US1.MSFT,D,190121,000000,216.3400000,1083220
US1.MSFT,D,200121,000000,224.2200000,1596522
US1.MSFT,D,210121,000000,224.8400000,1179432
US1.MSFT,D,220121,000000,225.8100000,1207261
US1.MSFT,D,250121,000000,229.4600000,1233512
US1.MSFT,D,260121,000000,232.5100000,1472349
US1.MSFT,D,270121,000000,233.2700000,3342780
US1.MSFT,D,280121,000000,238.9300000,2617687
US1.MSFT,D,290121,000000,231.6800000,2307630
US1.MSFT,D,010221,000000,239.5800000,1693375
US1.MSFT,D,020221,000000,239.3800000,1223279
US1.MSFT,D,030221,000000,242.9400000,1340656
US1.MSFT,D,040221,000000,242.1000000,1175910
US1.MSFT,D,050221,000000,242.2300000,842130
US1.MSFT,D,080221,000000,242.4000000,731445
US1.MSFT,D,090221,000000,243.7600000,940853
US1.MSFT,D,100221,000000,242.8600000,1284291
US1.MSFT,D,110221,000000,244.4600000,764779
US1.MSFT,D,120221,000000,245.0400000,916578
US1.MSFT,D,160221,000000,243.7300000,942500
US1.MSFT,D,170221,000000,244.2600000,827343
US1.MSFT,D,180221,000000,243.8500000,929495
US1.MSFT,D,190221,000000,240.9600000,1475013
US1.MSFT,D,220221,000000,234.6400000,1936286
US1.MSFT,D,230221,000000,233.2600000,1964171
US1.MSFT,D,240221,000000,234.4300000,1464879
US1.MSFT,D,250221,000000,228.7800000,2461991
US1.MSFT,D,260221,000000,232.3000000,2124265
US1.MSFT,D,010321,000000,236.9600000,1568062
US1.MSFT,D,020321,000000,233.9100000,1605559
US1.MSFT,D,030321,000000,227.4400000,1980230
US1.MSFT,D,040321,000000,226.8300000,2772467
US1.MSFT,D,050321,000000,231.5800000,2970671
US1.MSFT,D,080321,000000,227.4500000,2290547
US1.MSFT,D,090321,000000,233.6200000,2243508
US1.MSFT,D,100321,000000,232.4100000,1890102
US1.MSFT,D,110321,000000,237.1800000,1750473
US1.MSFT,D,120321,000000,235.8000000,1711085
US1.MSFT,D,150321,000000,234.8300000,1552658
US1.MSFT,D,160321,000000,237.7000000,1665414
US1.MSFT,D,170321,000000,237.1100000,1813809
US1.MSFT,D,180321,000000,230.7600000,2295288
US1.MSFT,D,190321,000000,230.0700000,1997512
US1.MSFT,D,220321,000000,236.0500000,1473031
US1.MSFT,D,230321,000000,237.6000000,1514134
US1.MSFT,D,240321,000000,235.3800000,1741754
US1.MSFT,D,250321,000000,232.2500000,2836313
US1.MSFT,D,260321,000000,236.4700000,1429163
US1.MSFT,D,290321,000000,235.2800000,1419589
US1.MSFT,D,300321,000000,232.3200000,1557145
US1.MSFT,D,310321,000000,235.7400000,1961181
US1.MSFT,D,010421,000000,242.3800000,1786736
US1.MSFT,D,050421,000000,249.0400000,2134488
US1.MSFT,D,060421,000000,247.9000000,1267820
US1.MSFT,D,070421,000000,249.9200000,1215816
US1.MSFT,D,080421,000000,253.3450000,1292366
US1.MSFT,D,090421,000000,255.7200000,1574182
US1.MSFT,D,120421,000000,256.0400000,1392644
US1.MSFT,D,130421,000000,258.3900000,1247078
US1.MSFT,D,140421,000000,255.7900000,1471730
US1.MSFT,D,150421,000000,259.5500000,1225277
US1.MSFT,D,160421,000000,260.5700000,1130798
US1.MSFT,D,190421,000000,258.8200000,1428948
US1.MSFT,D,200421,000000,258.3000000,898184
US1.MSFT,D,210421,000000,260.6700000,1040293
US1.MSFT,D,220421,000000,257.1900000,1331556
US1.MSFT,D,230421,000000,260.8200000,1288649
US1.MSFT,D,260421,000000,261.5100000,971006
US1.MSFT,D,270421,000000,262.1300000,1121003
US1.MSFT,D,280421,000000,254.7400000,2264301
US1.MSFT,D,290421,000000,252.4500000,1924078
US1.MSFT,D,300421,000000,252.1900000,1472282
US1.MSFT,D,030521,000000,251.9700000,761351
US1.MSFT,D,040521,000000,247.9100000,1253867
US1.MSFT,D,050521,000000,246.5400000,713084
US1.MSFT,D,060521,000000,249.7200000,1039947
US1.MSFT,D,070521,000000,252.4200000,1140037
US1.MSFT,D,100521,000000,247.2000000,1018933
US1.MSFT,D,110521,000000,246.2200000,1375162
US1.MSFT,D,120521,000000,239.0600000,1853722
US1.MSFT,D,130521,000000,243.0400000,1368056
US1.MSFT,D,140521,000000,248.0200000,1201805
US1.MSFT,D,170521,000000,245.1700000,1149579
US1.MSFT,D,180521,000000,243.0300000,1037388
